employee_id,name,gender,city,province,latitude,longitude,department,job_title,hire_date,birth_date,termination_date,education_level,salary,performance_rating,overtime
UBM0014,Lamar Mulyani,Male,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Representative,2015-05-30,1994-02-01,,SMA/SMK,5691979,Excellent,No
BAF0032,"Gina Rajata, S.I.Kom",Female,Bandung,Jawa Barat,-6.9175,107.6191,HR,Recruiter,2016-06-02,1974-01-11,,Diploma,7944621,Needs Improvement,No
TAF0013,Sakura Nasyidah,Female,Tangerang,Banten,-6.1702,106.6319,Business Development,Business Analyst,2017-11-23,1996-09-02,,Magister (S2),15669002,Needs Improvement,Yes
TAM0022,"Cawuk Adriansyah, S.I.Kom",Male,Tangerang,Banten,-6.1702,106.6319,IT,Technical Support,2019-08-19,1987-07-24,,Diploma,6243177,Good,Yes
SUM0087,Kambali Hariyah,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2017-02-04,1976-09-30,,SMA/SMK,9216572,Good,No
SUF0069,Gamblang Winarsih,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2023-01-02,1988-12-06,,Diploma,7427444,Good,Yes
SUF0070,drg. Puspa Marpaung,Female,Surakarta,Jawa Tengah,-7.556,110.8317,HR,Recruiter,2016-07-19,1993-09-29,,Diploma,6622345,Satisfactory,No
SUM0088,Citra Novitasari,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2019-07-26,1981-07-26,,SMA/SMK,8339379,Good,No
BAM0030,Jasmani Gunarto,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,IT,Software Developer,2017-06-19,2001-05-04,,Diploma,12381099,Excellent,No
MAM0017,"Tgk. Yuni Andriani, S.Pd",Male,Malang,Jawa Timur,-7.9819,112.6265,Business Development,Business Analyst,2021-08-01,1970-12-31,,Sarjana (S1),14461183,Good,No
BAM0031,Ulya Prabowo,Male,Bandung,Jawa Barat,-6.9175,107.6191,IT,Software Developer,2016-12-12,1977-03-14,,Sarjana (S1),10713427,Needs Improvement,No
SEM0012,Siti Astuti,Male,Semarang,Jawa Tengah,-6.9667,110.4167,Finance,Finance Assistant,2017-11-12,1991-11-09,,Diploma,6234794,Excellent,No
TAF0014,Naradi Gunarto,Female,Tangerang,Banten,-6.1702,106.6319,Customer Service,Support Specialist,2022-12-26,1985-11-23,,Diploma,5000000,Satisfactory,No
SEM0013,"Hani Salahudin, M.Kom.",Male,Semarang,Jawa Tengah,-6.9667,110.4167,Sales & Marketing,Sales Representative,2017-02-05,1975-03-22,,SMA/SMK,5184541,Needs Improvement,No
JAM0033,Nurul Kuswandari,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2019-02-06,2002-02-14,,SMA/SMK,6774701,Good,Yes
SUF0071,Endah Kusumo,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2021-04-25,1977-05-09,,SMA/SMK,5127348,Satisfactory,No
BEM0013,Wirda Suryono,Male,Bekasi,Jawa Barat,-6.2383,106.9756,Customer Service,Customer Care Representative,2019-07-16,1986-01-01,,SMA/SMK,5644128,Satisfactory,No
JAM0034,Tgk. Humaira Marpaung,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Customer Service,Customer Care Representative,2023-01-03,1976-04-24,,SMA/SMK,5705091,Excellent,No
UBF0007,"drg. Eka Utami, M.Pd",Female,Ubud,Bali,-8.519,115.263,Sales & Marketing,Marketing Coordinator,2020-09-30,1987-07-07,,Sarjana (S1),11086308,Good,No
BAF0033,Nadia Mayasari,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,HR,HR Assistant,2018-01-07,1970-11-12,,SMA/SMK,5733257,Needs Improvement,Yes
BOM0018,Vera Handayani,Male,Bogor,Jawa Barat,-6.595,106.8167,Operations,Logistics Specialist,2015-07-16,1990-10-04,,Diploma,10559427,Good,No
SEF0010,Karsa Januar,Female,Semarang,Jawa Tengah,-6.9667,110.4167,Business Development,Project Coordinator,2020-04-09,1989-08-10,,Sarjana (S1),10158224,Good,No
DEM0010,Galang Wahyuni,Male,Denpasar,Bali,-8.6705,115.2126,Business Development,Project Coordinator,2023-11-01,1985-01-11,,Sarjana (S1),9181196,Good,Yes
BAM0032,Gandi Puspita,Male,Bandung,Jawa Barat,-6.9175,107.6191,HR,Recruiter,2015-01-22,2002-03-25,,Diploma,7777328,Satisfactory,No
BAM0033,Jayadi Wahyudin,Male,Bandung,Jawa Barat,-6.9175,107.6191,IT,Network Engineer,2023-07-06,1983-10-26,,Sarjana (S1),8966784,Good,No
SUF0072,"KH. Lantar Permadi, S.Ked",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2019-04-17,1988-10-23,,Sarjana (S1),8404220,Satisfactory,No
TAF0015,Gading Situmorang,Female,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Executive,2023-10-02,1984-01-06,,Diploma,7360370,Excellent,No
SEM0014,R.A. Rini Astuti,Male,Semarang,Jawa Tengah,-6.9667,110.4167,IT,Software Developer,2015-09-04,1989-05-09,,Diploma,14532082,Satisfactory,Yes
BAF0034,Tedi Irawan,Female,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Sales Representative,2018-08-20,1984-05-27,,SMA/SMK,5088476,Good,Yes
SUF0073,Salsabila Budiyanto,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2017-06-15,1970-09-08,,Diploma,5289690,Good,No
BAM0034,Irma Tamba,Male,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Operations Coordinator,2017-05-17,1976-07-16,2024-02-14,Diploma,8574929,Satisfactory,Yes
JAF0028,Gatot Wibisono,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Marketing Coordinator,2024-04-20,1988-01-24,,Sarjana (S1),9492218,Satisfactory,No
SUM0089,Mursita Maryadi,Male,Surabaya,Jawa Timur,-7.2575,112.7521,IT,Technical Support,2016-09-12,1995-10-15,,Diploma,8754652,Good,No
SUF0074,Teguh Hassanah,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Representative,2016-02-17,1986-04-17,,SMA/SMK,5173886,Satisfactory,No
SUM0090,"Puti Chelsea Aryani, M.Ak",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2021-09-22,2002-04-03,,SMA/SMK,8257964,Good,No
MAM0018,Ir. Restu Wahyudin,Male,Malang,Jawa Timur,-7.9819,112.6265,IT,Network Engineer,2020-06-01,1987-08-25,,Diploma,8461899,Needs Improvement,No
SUM0091,Oman Rahayu,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2021-05-20,1976-06-17,2025-11-15,SMA/SMK,5742019,Satisfactory,No
TAF0016,Sutan Daniswara Utama,Female,Tangerang,Banten,-6.1702,106.6319,Operations,Operations Coordinator,2024-06-14,1981-08-20,,Diploma,7162834,Satisfactory,Yes
BAM0035,Mala Iswahyudi,Male,Bandung,Jawa Barat,-6.9175,107.6191,IT,Software Developer,2020-01-24,1992-01-23,,Diploma,9414722,Excellent,No
TAM0023,Sabrina Habibi,Male,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Executive,2022-02-14,1997-09-18,,Diploma,7328942,Satisfactory,No
BAF0035,Dartono Pradana,Female,Bandung,Jawa Barat,-6.9175,107.6191,IT,Technical Support,2021-05-20,1988-05-26,,Diploma,8038401,Satisfactory,No
BAF0036,"Tgk. Darmanto Novitasari, S.Psi",Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Customer Service,Customer Care Representative,2022-11-01,1989-10-20,,SMA/SMK,6287339,Good,Yes
SUF0075,Tgk. Maya Simbolon,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Operations Coordinator,2019-12-24,1979-01-26,,Diploma,10342353,Good,No
BEF0012,"Dr. Digdaya Hardiansyah, S.IP",Female,Bekasi,Jawa Barat,-6.2383,106.9756,Operations,Logistics Specialist,2016-01-14,1988-08-23,,Diploma,14150076,Good,No
TAF0017,Harjaya Purwanti,Female,Tangerang,Banten,-6.1702,106.6319,Business Development,Project Coordinator,2017-10-03,1995-08-05,,Sarjana (S1),10258687,Good,No
DEF0012,"Rama Sihombing, S.Ked",Female,Denpasar,Bali,-8.6705,115.2126,Customer Service,Customer Care Representative,2017-05-02,1970-07-20,,SMA/SMK,6003646,Good,No
BAM0036,"Zizi Sitorus, S.Sos",Male,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Customer Care Representative,2021-02-19,1978-02-21,,SMA/SMK,5000000,Good,No
JAF0029,"H. Elon Ardianto, S.Kom",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,IT,Network Engineer,2021-06-18,1985-06-28,,Sarjana (S1),9751950,Satisfactory,No
SUM0092,R. Nurul Hidayanto,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Finance Assistant,2020-08-31,1972-11-07,2025-09-28,Diploma,6326656,Good,No
SUF0076,"Daruna Hidayanto, M.Pd",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2016-07-05,2002-12-26,,SMA/SMK,6729281,Excellent,No
SUF0077,Gada Puspita,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2019-04-23,1991-02-06,,SMA/SMK,7372637,Excellent,No
SUM0093,Diah Ramadan,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2017-11-11,1977-10-30,,SMA/SMK,5097383,Needs Improvement,No
SUM0094,Kunthara Rajasa,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2016-12-26,1995-03-13,,Diploma,6848948,Good,No
SUF0078,"Puspa Wahyuni, M.M.",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Finance Assistant,2022-03-22,1976-08-09,,Diploma,7394638,Needs Improvement,No
DEM0011,Rini Firgantoro,Male,Denpasar,Bali,-8.6705,115.2126,Sales & Marketing,Marketing Coordinator,2022-02-04,1996-11-10,,Sarjana (S1),10072077,Good,No
BEF0013,"Elma Wulandari, S.H.",Female,Bekasi,Jawa Barat,-6.2383,106.9756,Finance,Accountant,2015-10-12,1990-05-31,,Sarjana (S1),8957466,Satisfactory,Yes
MAF0013,"Jarwa Gunawan, M.Pd",Female,Malang,Jawa Timur,-7.9819,112.6265,Finance,Accountant,2016-12-22,1979-12-26,,Sarjana (S1),9853985,Good,No
SUM0095,"Puji Laksita, M.Ak",Male,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Operations Coordinator,2015-12-07,1998-07-30,,Diploma,8837296,Satisfactory,No
SUF0079,Padmi Anggriawan,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2018-02-27,2003-06-27,2024-12-26,Diploma,7537956,Good,No
BAM0037,Faizah Wahyudin,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Sales & Marketing,Marketing Coordinator,2019-11-02,1971-09-18,,Sarjana (S1),10046917,Excellent,No
SUM0096,Ghani Wahyuni,Male,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Logistics Specialist,2023-11-30,1983-12-26,,Diploma,8106701,Good,No
UBF0008,Jaeman Gunarto,Female,Ubud,Bali,-8.519,115.263,Sales & Marketing,Sales Executive,2020-06-22,1971-09-05,,Diploma,7729183,Excellent,Yes
JAF0030,Jane Nainggolan,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Business Development,Project Coordinator,2024-05-18,1984-10-08,,Sarjana (S1),9872823,Needs Improvement,Yes
TAF0018,Puji Rajasa,Female,Tangerang,Banten,-6.1702,106.6319,IT,Software Developer,2023-09-24,1983-12-11,,Diploma,10856542,Satisfactory,No
MAM0019,"Ir. Natalia Pranowo, S.Ked",Male,Malang,Jawa Timur,-7.9819,112.6265,HR,Payroll,2018-11-03,1970-06-25,2019-06-12,Diploma,7634439,Good,Yes
BAM0038,Nilam Prastuti,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Operations,Operations Coordinator,2022-01-21,1974-05-07,,Diploma,7573261,Good,Yes
BAF0037,Adika Anggriawan,Female,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Customer Care Representative,2023-12-26,1988-12-14,,SMA/SMK,5000000,Satisfactory,No
SUM0097,Jaswadi Budiman,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2021-02-11,1984-07-29,,Diploma,10800653,Satisfactory,Yes
JAM0035,drg. Luwar Permadi,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Operations Coordinator,2022-02-21,1997-04-26,,Diploma,9297461,Good,No
BAF0038,Dina Tarihoran,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,Customer Service,Support Specialist,2020-07-04,2002-01-20,,SMA/SMK,5039000,Excellent,Yes
BAF0039,Janet Hardiansyah,Female,Bandung,Jawa Barat,-6.9175,107.6191,Customer Service,Customer Care Representative,2019-04-08,1972-11-03,,SMA/SMK,5845128,Satisfactory,No
JAM0036,KH. Gaiman Thamrin,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Operations Coordinator,2015-02-07,1994-04-18,2019-06-09,Diploma,12308215,Good,No
SUF0080,Indah Yulianti,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Operations,Logistics Specialist,2019-07-05,2002-01-20,,Diploma,13066717,Satisfactory,No
SUF0081,Luwar Mandasari,Female,Surabaya,Jawa Timur,-7.2575,112.7521,HR,HR Assistant,2022-10-26,1993-01-22,,SMA/SMK,5000000,Good,No
MAM0020,Ir. Salimah Adriansyah,Male,Malang,Jawa Timur,-7.9819,112.6265,Operations,Logistics Specialist,2017-06-18,1989-06-11,,Sarjana (S1),12535862,Good,No
SUF0082,Ozy Widodo,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2016-11-16,1980-07-22,,SMA/SMK,8577797,Satisfactory,No
JAF0031,Ayu Rahmawati,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Marketing Coordinator,2023-02-07,2001-05-08,,Sarjana (S1),8580284,Satisfactory,No
SUM0098,Dr. Joko Usamah,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Business Development,Project Coordinator,2019-07-09,1970-07-22,,Sarjana (S1),10015845,Good,No
SUF0083,Embuh Prasetyo,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Business Development,Project Coordinator,2015-02-01,1984-10-14,,Magister (S2),11733301,Satisfactory,Yes
SUM0099,Janet Melani,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Representative,2017-10-08,1976-06-29,2027-09-14,SMA/SMK,7026059,Satisfactory,Yes
SUF0084,Tgk. Ifa Laksita,Female,Surabaya,Jawa Timur,-7.2575,112.7521,HR,Payroll,2024-05-31,1996-11-28,,SMA/SMK,6116534,Good,No
SUF0085,"Cut Eka Pranowo, S.Ked",Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Marketing Coordinator,2016-04-05,1994-02-26,,Sarjana (S1),10766924,Excellent,No
SUM0100,Gina Pangestu,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Support Specialist,2020-04-02,1991-06-01,,Diploma,5000000,Good,Yes
SEM0015,"Ir. Titin Halim, S.IP",Male,Semarang,Jawa Tengah,-6.9667,110.4167,Sales & Marketing,Sales Executive,2017-07-25,1970-12-30,,SMA/SMK,9131573,Satisfactory,No
DEF0013,Karimah Kusmawati,Female,Denpasar,Bali,-8.6705,115.2126,Sales & Marketing,Sales Representative,2018-07-09,1998-05-04,,SMA/SMK,5952541,Excellent,No
UBM0015,"Mulyono Saragih, S.Gz",Male,Ubud,Bali,-8.519,115.263,Customer Service,Customer Care Representative,2020-09-28,1988-05-04,,SMA/SMK,5633961,Satisfactory,No
SUM0101,"Puti Ida Suryatmi, M.Kom.",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2021-03-06,1986-05-13,,Sarjana (S1),9753478,Needs Improvement,No
BEF0014,Lutfan Suartini,Female,Bekasi,Jawa Barat,-6.2383,106.9756,Operations,Operations Coordinator,2016-05-19,1991-10-06,,Diploma,12099376,Satisfactory,No
BAM0039,"Dt. Kenes Najmudin, S.Pd",Male,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Operations Coordinator,2020-02-09,1984-03-18,,Diploma,9800239,Satisfactory,No
SUM0102,Restu Najmudin,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Marketing Coordinator,2020-08-29,1994-02-27,,Sarjana (S1),9726228,Satisfactory,No
JAM0037,"Rahmi Putra, S.H.",Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Representative,2017-05-03,1983-11-14,,SMA/SMK,5923455,Needs Improvement,No
TAM0024,"Diah Wijayanti, S.E.",Male,Tangerang,Banten,-6.1702,106.6319,Customer Service,Customer Care Representative,2020-03-03,1971-04-28,,SMA/SMK,5000000,Good,Yes
SUM0103,"Dr. Bagus Permata, S.Ked",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2015-02-18,1988-01-22,,SMA/SMK,7521238,Needs Improvement,No
TAF0019,Novi Halimah,Female,Tangerang,Banten,-6.1702,106.6319,Operations,Logistics Specialist,2018-11-24,1972-01-17,,Sarjana (S1),13647721,Good,No
SUF0086,"Zamira Firgantoro, S.I.Kom",Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Representative,2019-07-24,1975-08-28,,SMA/SMK,6694799,Satisfactory,No
JAF0032,"Lanjar Usamah, S.Sos",Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Representative,2019-07-18,2001-11-01,,SMA/SMK,5474234,Satisfactory,No
SEM0016,Putri Marbun,Male,Semarang,Jawa Tengah,-6.9667,110.4167,Operations,Logistics Specialist,2019-10-15,1985-11-13,,Sarjana (S1),10098037,Good,Yes
SUF0087,Gantar Maheswara,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2023-06-15,1986-09-09,,SMA/SMK,7493827,Good,No
TAF0020,Cinta Marbun,Female,Tangerang,Banten,-6.1702,106.6319,Operations,Logistics Specialist,2019-01-11,1982-03-03,,Diploma,10186243,Satisfactory,No
BAF0040,Ivan Pranowo,Female,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Sales Representative,2020-04-26,2003-10-04,,SMA/SMK,6264807,Satisfactory,No
SUF0088,Maya Purnawati,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2017-01-01,1996-10-17,,Sarjana (S1),10329967,Needs Improvement,No
SUF0089,"Olivia Siregar, S.Gz",Female,Surakarta,Jawa Tengah,-7.556,110.8317,Customer Service,Support Specialist,2020-06-30,1987-12-10,,SMA/SMK,5000000,Good,Yes
DEF0014,Bambang Nasyiah,Female,Denpasar,Bali,-8.6705,115.2126,Customer Service,Customer Care Representative,2021-05-03,1996-02-12,,SMA/SMK,5000000,Good,Yes
BOM0019,Karta Iswahyudi,Male,Bogor,Jawa Barat,-6.595,106.8167,Operations,Logistics Specialist,2019-06-11,1988-06-18,,Sarjana (S1),12746725,Satisfactory,Yes
SUM0104,Janet Jailani,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2015-03-07,1975-02-07,,SMA/SMK,5206055,Good,No
SUF0090,Shakila Marpaung,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Representative,2021-02-23,1982-09-25,,SMA/SMK,5000000,Good,No
BAM0040,drg. Padma Andriani,Male,Bangkalan,Jawa Timur,-7.0439,112.9091,Customer Service,Support Specialist,2022-12-23,1990-05-09,,SMA/SMK,5000000,Good,No
BOM0020,Radit Mayasari,Male,Bogor,Jawa Barat,-6.595,106.8167,Sales & Marketing,Sales Executive,2020-03-22,1991-01-17,,SMA/SMK,8537006,Good,Yes
BAF0041,"dr. Usyi Uwais, S.Sos",Female,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Operations Coordinator,2023-10-02,1984-06-21,,Diploma,8257099,Good,No
JAF0033,Devi Siregar,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,IT,Software Developer,2019-05-07,1982-06-11,,Sarjana (S1),13671843,Satisfactory,No
JAF0034,Belinda Simbolon,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Operations,Operations Coordinator,2022-01-06,1993-10-22,,Diploma,10144067,Good,No
JAM0038,Paramita Lestari,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Executive,2018-02-18,1977-08-06,,Diploma,6841958,Satisfactory,No
SUM0105,H. Purwanto Dabukke,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2021-02-18,1982-02-08,,Diploma,7874440,Excellent,Yes
SUF0091,"Kayla Usamah, M.Farm",Female,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Accountant,2020-11-01,2002-07-27,2029-07-31,Sarjana (S1),9178747,Good,No
SUM0106,Cut Siska Halim,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Operations Coordinator,2024-06-25,1982-11-23,,Diploma,7271869,Good,Yes
BEM0014,Hari Prasetyo,Male,Bekasi,Jawa Barat,-6.2383,106.9756,IT,Network Engineer,2020-05-23,1979-09-29,,Diploma,9059616,Good,No
SUF0092,Ratih Hasanah,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Sales & Marketing,Sales Executive,2023-03-19,1996-01-17,,Diploma,6126862,Good,No
SUF0093,Janet Kuswoyo,Female,Surabaya,Jawa Timur,-7.2575,112.7521,Customer Service,Customer Care Representative,2018-05-15,1975-09-15,,SMA/SMK,6477109,Good,Yes
TAM0025,Tami Wulandari,Male,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Executive,2021-08-11,1975-06-29,,Diploma,6504577,Good,No
SUM0107,Tira Safitri,Male,Surabaya,Jawa Timur,-7.2575,112.7521,HR,Payroll,2022-09-21,2002-03-25,,SMA/SMK,6125921,Good,No
SUF0094,Sutan Harjasa Hardiansyah,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Executive,2021-05-27,1982-02-04,2030-05-13,Diploma,8449838,Needs Improvement,No
BAM0041,Ratna Wijaya,Male,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Sales Representative,2016-10-28,1978-04-02,,SMA/SMK,5097839,Satisfactory,No
BAM0042,dr. Martaka Pangestu,Male,Bandung,Jawa Barat,-6.9175,107.6191,Operations,Operations Coordinator,2020-08-27,2001-10-21,,Diploma,8238237,Satisfactory,Yes
BAF0042,R. Tira Padmasari,Female,Bangkalan,Jawa Timur,-7.0439,112.9091,IT,Technical Support,2024-04-28,1987-01-25,,Diploma,5712391,Good,No
TAM0026,Rudi Melani,Male,Tangerang,Banten,-6.1702,106.6319,Customer Service,Support Specialist,2023-09-01,1994-09-03,,SMA/SMK,5020190,Satisfactory,No
BAM0043,"Farhunnisa Prastuti, M.Kom.",Male,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Sales Executive,2017-03-29,1969-06-23,2020-06-01,SMA/SMK,6829327,Good,No
BEM0015,Cemani Saputra,Male,Bekasi,Jawa Barat,-6.2383,106.9756,Customer Service,Customer Care Representative,2023-09-12,1983-12-16,,SMA/SMK,5694868,Satisfactory,No
JAM0039,Talia Suartini,Male,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Executive,2024-08-15,1970-10-12,,Diploma,6281330,Excellent,No
JAF0035,Kezia Hartati,Female,Jakarta,DKI Jakarta,-6.2088,106.8456,Sales & Marketing,Sales Executive,2016-05-21,1989-07-19,2022-04-25,SMA/SMK,6998444,Satisfactory,No
UBM0016,Zulfa Wibisono,Male,Ubud,Bali,-8.519,115.263,Sales & Marketing,Marketing Coordinator,2016-07-08,1977-11-15,,Sarjana (S1),10207527,Satisfactory,No
SUM0108,"Indah Hardiansyah, S.Kom",Male,Surabaya,Jawa Timur,-7.2575,112.7521,Finance,Finance Assistant,2018-12-08,1985-05-14,2023-11-08,Diploma,6385397,Satisfactory,No
BAF0043,Dr. Cinthia Mangunsong,Female,Bandung,Jawa Barat,-6.9175,107.6191,Sales & Marketing,Sales Executive,2018-08-28,1991-01-18,,Diploma,6974641,Good,Yes
BOM0021,Daryani Zulaika,Male,Bogor,Jawa Barat,-6.595,106.8167,Business Development,Project Coordinator,2023-02-19,1982-02-02,,Magister (S2),8863805,Satisfactory,Yes
BOM0022,"drg. Paiman Lestari, S.Psi",Male,Bogor,Jawa Barat,-6.595,106.8167,Customer Service,Customer Care Representative,2017-07-24,1997-02-18,,SMA/SMK,7228024,Good,No
BOF0002,"Harjasa Laksita, S.H.",Female,Bogor,Jawa Barat,-6.595,106.8167,Operations,Logistics Specialist,2018-11-21,2001-05-03,,Diploma,9215306,Good,Yes
MAF0014,"Prayoga Oktaviani, M.Pd",Female,Malang,Jawa Timur,-7.9819,112.6265,Operations,Operations Coordinator,2023-05-07,1997-11-27,,Diploma,9164183,Good,No
BAM0044,Icha Winarsih,Male,Bandung,Jawa Barat,-6.9175,107.6191,Business Development,Business Analyst,2024-07-26,1990-03-05,,Magister (S2),14626001,Satisfactory,Yes
UBF0009,Ghaliyati Susanti,Female,Ubud,Bali,-8.519,115.263,Operations,Operations Coordinator,2017-07-17,1987-01-19,,Diploma,11177332,Satisfactory,No
BOM0023,Erik Firgantoro,Male,Bogor,Jawa Barat,-6.595,106.8167,Sales & Marketing,Sales Representative,2018-02-15,1991-09-13,,SMA/SMK,5831639,Excellent,Yes
DEF0015,"Fitriani Mulyani, M.Ak",Female,Denpasar,Bali,-8.6705,115.2126,Business Development,Business Analyst,2015-11-09,2003-03-10,,Sarjana (S1),18530455,Satisfactory,Yes
SUF0095,Dr. Ridwan Wijayanti,Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Representative,2017-04-04,1999-01-25,,SMA/SMK,5029959,Needs Improvement,No
MAF0015,Padmi Salahudin,Female,Malang,Jawa Timur,-7.9819,112.6265,Customer Service,Customer Care Representative,2024-09-25,2000-01-05,,SMA/SMK,5000000,Good,Yes
TAM0027,KH. Prabowo Suryono,Male,Tangerang,Banten,-6.1702,106.6319,Sales & Marketing,Sales Representative,2022-11-09,1998-04-21,,SMA/SMK,5242201,Good,No
BEM0016,"H. Yusuf Nashiruddin, S.H.",Male,Bekasi,Jawa Barat,-6.2383,106.9756,HR,Payroll,2015-06-09,1976-02-14,,Diploma,7101975,Satisfactory,No
BAM0045,Kamaria Namaga,Male,Bandung,Jawa Barat,-6.9175,107.6191,Business Development,Business Analyst,2016-01-16,1974-12-06,,Magister (S2),15334360,Good,No
SUF0096,"Dinda Gunawan, M.Pd",Female,Surakarta,Jawa Tengah,-7.556,110.8317,Sales & Marketing,Sales Representative,2017-06-01,1981-01-22,,SMA/SMK,6710771,Satisfactory,Yes
SUM0109,H. Sakti Sirait,Male,Surabaya,Jawa Timur,-7.2575,112.7521,Operations,Logistics Specialist,2022-07-01,2001-12-27,,Sarjana (S1),12247717,Satisfactory,No
SEF0011,"Galih Hutagalung, S.Gz",Female,Semarang,Jawa Tengah,-6.9667,110.4167,Operations,Operations Coordinator,2016-07-27,1987-03-24,,Diploma,9212565,Good,No
BOM0024,Abyasa Irawan,Male,Bogor,Jawa Barat,-6.595,106.8167,HR,Payroll,2018-07-28,1992-11-18,,Diploma,6938080,Good,Yes
